2017,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Depression (%),average_learning_Adjusted_of_school,Income group
-0.7029953640620125,-1.079808307178227,-0.17970306965739832,-0.9201845910887752,0.7316882773656941,1.1176812786444794,-1.2049444543187973,-0.43927725394617295
-0.5011164239301239,-0.22163275862615314,-0.2026600654378613,-0.519142964829839,-0.544877211565282,-1.9915091582415787,0.292882654703518,1.1993749742575284
-0.5276444128436727,-0.29823485368031966,0.5237745245462752,-0.28197176440077903,0.8880529780435575,0.3512381879053948,-0.32874389792483016,0.3800488601556777
1.3407543641157644,1.3163208084581126,1.4438061249234289,2.3012499533514252,1.0922532633426694,0.4616073074260195,-3.7272912774319916e-16,-1.2586033680480235
-0.5263681445402358,-0.9164816849745496,-0.7151767348845934,-0.5215621684094769,-0.6201956557120649,1.1566073383051558,-1.5256551946811083,0.3800488601556777
0.07808301725629124,-0.08913591057075844,1.201704776307282,0.5377824987554278,0.4949532325154292,-1.4277893558736752,0.18470802842252035,-1.2586033680480235
0.02263672844410386,-0.2937910291476148,0.23556602830960482,0.8594685222484783,1.9263685574179017,0.35832405995008804,0.3088052518840074,1.1993749742575284
-0.5352108421084804,-0.31173159352908736,-0.11926100519393013,-0.5610967928163931,-1.2205158414768396,-1.1106995258812224,0.061353315762233296,1.1993749742575284
2.160000085389298,3.772978769363936,2.5808733426668735,4.090683006063622,2.182684303271115,1.9039304752592672,1.4606961240001348,-1.2586033680480235
1.719737288576638,1.1549964881306396,1.2940946135460962,2.484396169788577,1.12286271635337,-0.2940453037552537,1.4039132469561435,-1.2586033680480235
-0.5171124099522273,-0.24692570691295618,-0.29598825886686825,-0.33424816522019346,-1.228748760037143,-1.372425278054739,0.20654670071287032,1.1993749742575284
0.490385091640935,-0.07535776961614657,0.6391250579407192,0.07829816882563825,0.553341043356773,0.7028254493258923,0.5784198694602763,-1.2586033680480235
-0.6405148352848892,1.047728207918617,-0.9726846224451062,-0.7353683234690708,0.22140476611638865,1.076176995497106,-0.6993139308402314,0.3800488601556777
0.16882583374875915,0.47637720810388057,1.1679124329577366,0.3593391041775957,0.5445929893837378,-1.0966052630627527,-3.7272912774319916e-16,-1.2586033680480235
-0.43610800895250784,-0.30470941596192486,-0.23320748799614285,-0.299468011701548,-0.9185887710760223,0.9336375420465233,1.240276379105441,1.1993749742575284
1.5616392346278802,1.1824331608755592,1.3409387779127253,2.057343858224837,1.0131902956193606,1.0738786380140868,1.4068562923115409,-1.2586033680480235
-0.43010228773297987,-0.37185945107339297,0.924237413255061,-0.011639467352083507,0.4640240419882673,-0.9750965094052413,-3.7272912774319916e-16,1.1993749742575284
-0.6791701494952819,-0.97732476161672,-0.6114842413084005,-0.8413712034206312,-0.9540901442414119,0.30092898282063574,-0.9758144268436368,0.3800488601556777
-0.5731606876360394,1.417840980721323,-0.8933804378650075,-0.5293720608338095,-0.1900302290114299,-0.006396886838179823,-0.6303315999336677,0.3800488601556777
-0.5601406024634578,-0.3961339815400839,0.7497748672893203,0.26733598163257977,0.18699040356301427,-0.5763741379591911,-3.7272912774319916e-16,0.3800488601556777
-0.4645693162646352,-0.22957094972024678,-0.1154552025247005,-0.5285638980776668,-0.5300489290818834,-1.8121830071111196,0.22297517184511592,1.1993749742575284
-0.388012367532006,-0.6916721610254701,-0.619518664319265,-0.19732841439104415,-0.4416303088823657,0.8463955463208079,-1.1307782180879404,1.1993749742575284
-0.1952599419630961,-0.11066631234958146,2.357090844252193,0.09829793229921176,1.7434841862633166,-0.23534665470042876,-0.04086524571875735,1.1993749742575284
-0.29932030916367597,-0.1864405442011274,-0.6714628329624611,-0.3491139772415199,-0.3724135716154,-1.4516934781440682,0.7013806653126919,1.1993749742575284
-0.6989033447071429,-1.1145928298082808,-0.7268170395595815,-0.8829482400360379,-0.9583998848411329,0.4047140859994612,-1.581575319077264,-0.43927725394617295
-0.7208438151497641,-1.3693427996215315,-0.7842644634131037,-1.0181310019205438,-0.37391477225639125,0.4482154230119222,-1.1885840268595878,-0.43927725394617295
-0.660844155166436,-0.04342260076824169,-1.4401718869710896,-0.9127737974574534,-0.6263013245371675,-0.5617944564032269,-0.40400763520236077,0.3800488601556777
-0.6597590702253323,-0.9656642584014185,-0.687833521625169,-0.7604494662976914,-0.9512177538205417,0.48759584525787014,-1.0269028909133329,0.3800488601556777
1.60927523678666,2.5980269783492465,-0.12675391475930703,1.2986775632218392,0.9838379818792707,0.8797182884134099,1.6115671706687664,-1.2586033680480235
-0.7125983839542376,-1.4999603350826827,-0.9115548023844553,-1.0278365890254568,-0.6601970258532782,1.2392489343685076,-2.1539484465638616,-0.43927725394617295
