Eating disorders (%),Income group,average_learning_Adjusted_of_school,Continent,GDP_per_capita
High,0,11.116682,2,4140.734
High,0,11.116682,2,5499.475
High,0,11.116682,2,6699.372
High,0,11.116682,2,7860.178
High,0,11.116682,2,9236.616
High,0,11.116682,2,12305.917
High,0,11.116682,2,15017.555
High,0,11.116682,2,11848.202
High,0,11.116682,2,12009.033
High,0,11.116682,2,14393.268
High,0,11.116682,2,14376.001
High,0,11.116682,2,15734.38
High,0,11.116682,2,16577.333
High,0,11.116682,2,14265.409
High,0,11.116682,2,15004.172
High,0,11.116682,2,16879.449
High,0,9.955031,2,33066.888
High,0,9.955031,2,35346.49
High,0,9.955031,2,39061.02
High,0,9.955031,2,39483.057
High,0,9.955031,2,43306.887
High,0,9.955031,2,50705.085
High,0,9.955031,2,49718.865
High,0,9.955031,2,44202.559
High,0,9.955031,2,45636.553
High,0,9.955031,2,49341.225
High,0,9.955031,2,48984.173
High,0,9.955031,2,48719.314
High,0,9.955031,2,53227.765
High,0,9.955031,2,66160.728
High,0,9.955031,2,77030.373
High,0,9.955031,2,81728.092
High,0,9.955031,2,91478.339
High,0,9.955031,2,108344.137
High,0,9.955031,2,121616.145
High,0,9.955031,2,110249.419
High,0,9.955031,2,112049.15
High,0,9.955031,2,120526.518
High,0,9.955031,2,113953.737
High,0,9.955031,2,121422.921
High,0,9.955031,2,125200.137
High,0,9.955031,2,106710.47
High,0,9.955031,2,107948.199
High,0,9.955031,2,111211.77
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
Low,3,6.99650825,2,3309.844
High,3,6.99650825,2,3309.844
High,3,6.99650825,2,3309.844
High,3,6.99650825,2,3309.844
High,3,6.99650825,2,3309.844
Low,1,4.683742925000001,0,347.714
Low,1,4.683742925000001,0,280.355
Low,1,4.683742925000001,0,311.649
Low,1,4.683742925000001,0,331.998
Low,1,4.683742925000001,0,279.38
Low,1,4.683742925000001,0,295.539
Low,1,4.683742925000001,0,368.663
Low,1,4.683742925000001,0,309.351
Low,1,4.683742925000001,0,310.104
Low,1,4.683742925000001,0,292.558
Low,1,4.683742925000001,0,307.335
Low,1,4.683742925000001,0,350.5
Low,1,4.683742925000001,0,334.838
Low,1,4.683742925000001,0,387.055
Low,1,4.683742925000001,0,298.635
Low,1,4.683742925000001,0,335.388
Low,1,4.683742925000001,0,355.397
Low,1,4.683742925000001,0,459.855
Low,1,4.683742925000001,0,561.654
Low,1,4.683742925000001,0,488.901
Low,1,4.683742925000001,0,492.67
Low,1,4.683742925000001,0,553.45
Low,1,4.683742925000001,0,538.541
Low,1,4.683742925000001,0,560.939
Low,1,4.683742925000001,0,548.905
Low,1,4.683742925000001,0,481.807
Low,1,4.683742925000001,0,489.439
Low,1,4.683742925000001,0,528.379
Low,1,5.38558415,0,420.593
Low,1,5.38558415,0,523.591
Low,1,5.38558415,0,422.469
Low,1,5.38558415,0,483.263
Low,1,5.38558415,0,278.145
Low,1,5.38558415,0,319.894
Low,1,5.38558415,0,512.064
Low,1,5.38558415,0,583.417
Low,1,5.38558415,0,373.078
Low,1,5.38558415,0,368.272
Low,1,5.38558415,0,352.65
Low,1,5.38558415,0,338.478
Low,1,5.38558415,0,384.137
Low,1,5.38558415,0,345.163
Low,1,5.38558415,0,365.696
Low,1,5.38558415,0,377.042
Low,1,5.38558415,0,400.898
Low,1,5.38558415,0,432.115
Low,1,5.38558415,0,504.65
Low,1,5.38558415,0,571.113
Low,1,5.38558415,0,623.414
Low,1,5.38558415,0,695.331
Low,1,5.38558415,0,506.3
Low,1,5.38558415,0,446.999
Low,1,5.38558415,0,484.322
Low,1,5.38558415,0,497.737
Low,1,5.38558415,0,415.016
Low,1,5.38558415,0,466.559
Low,3,8.90544475,1,2586.278
Low,3,8.90544475,1,2885.568
Low,3,8.90544475,1,3378.909
Low,3,8.90544475,1,3716.921
Low,3,8.90544475,1,4029.272
Low,3,8.90544475,1,4671.084
Low,3,8.90544475,1,5175.901
Low,3,8.90544475,1,5012.378
Low,3,8.90544475,1,3521.119
Low,3,8.90544475,1,3762.769
Low,3,8.90544475,1,4347.73
Low,3,8.90544475,1,4189.053
Low,3,8.90544475,1,4441.824
Low,3,8.90544475,1,4740.324
Low,3,8.90544475,1,5244.873
High,3,8.90544475,1,5678.332
High,3,8.90544475,1,6351.127
High,3,8.90544475,1,7480.893
High,3,8.90544475,1,8766.175
High,3,8.90544475,1,7543.882
High,3,8.90544475,1,9046.978
High,3,8.90544475,1,10397.902
High,3,8.90544475,1,10806.823
High,3,8.90544475,1,10851.657
High,3,8.90544475,1,11165.249
High,3,8.90544475,1,9663.122
High,3,8.90544475,1,9523.316
High,3,8.90544475,1,9965.123
Low,3,7.8559139,1,1091.55
Low,3,7.8559139,1,1184.664
Low,3,7.8559139,1,1343.012
Low,3,7.8559139,1,1479.446
Low,3,7.8559139,1,1591.14
Low,3,7.8559139,1,1903.127
Low,3,7.8559139,1,2107.605
Low,3,7.8559139,1,2553.949
Low,3,7.8559139,1,2658.803
Low,3,7.8559139,1,2842.658
Low,3,7.8559139,1,2967.253
Low,3,7.8559139,1,2780.451
Low,3,7.8559139,1,2952.215
Low,3,7.8559139,1,3690.792
Low,3,7.8559139,1,4238.041
Low,3,7.8559139,1,3960.43
Low,3,7.8559139,1,5268.793
Low,3,7.8559139,1,6128.48
Low,3,7.8559139,1,7337.951
Low,3,7.8559139,1,7450.805
Low,3,7.8559139,1,8086.697
Low,3,7.8559139,1,8078.305
Low,3,7.8559139,1,8719.582
Low,3,7.8559139,1,9766.235
Low,3,7.8559139,1,10787.471
Low,3,7.8559139,1,11781.029
Low,3,7.8559139,1,12348.712
Low,3,7.8559139,1,13200.955
Low,1,2.726247066666667,0,360.285
Low,1,2.726247066666667,0,359.96
Low,1,2.726247066666667,0,362.204
Low,1,2.726247066666667,0,353.655
Low,1,2.726247066666667,0,265.119
Low,1,2.726247066666667,0,336.392
Low,1,2.726247066666667,0,337.183
Low,1,2.726247066666667,0,309.659
Low,1,2.726247066666667,0,313.318
Low,1,2.726247066666667,0,315.484
Low,1,2.726247066666667,0,263.615
Low,1,2.726247066666667,0,299.414
Low,1,2.726247066666667,0,326.736
Low,1,2.726247066666667,0,381.853
Low,1,2.726247066666667,0,427.523
Low,1,2.726247066666667,0,474.257
Low,1,2.726247066666667,0,506.939
Low,1,2.726247066666667,0,579.325
Low,1,2.726247066666667,0,678.346
Low,1,2.726247066666667,0,681.803
Low,1,2.726247066666667,0,688.89
Low,1,2.726247066666667,0,810.04
Low,1,2.726247066666667,0,753.869
Low,1,2.726247066666667,0,778.808
Low,1,2.726247066666667,0,818.665
Low,1,2.726247066666667,0,723.581
Low,1,2.726247066666667,0,749.846
Low,1,2.726247066666667,0,795.387
High,0,10.04822875,2,6811.662
High,0,10.04822875,2,7215.068
High,0,10.04822875,2,7945.163
High,0,10.04822875,2,7009.556
High,0,10.04822875,2,7684.416
High,0,10.04822875,2,8978.862
High,0,10.04822875,2,9107.638
High,0,10.04822875,2,9147.98
High,0,10.04822875,2,9621.951
High,0,10.04822875,2,9983.877
High,0,10.04822875,2,10482.0
High,0,10.04822875,2,10447.791
High,0,10.04822875,2,11346.456
High,0,10.04822875,2,13730.313
High,0,10.04822875,2,15260.887
High,0,10.04822875,2,15930.142
High,0,10.04822875,2,16818.012
High,0,10.04822875,2,19696.182
High,0,10.04822875,2,22378.184
High,0,10.04822875,2,21223.678
High,0,10.04822875,2,21842.065
High,0,10.04822875,2,23222.385
High,0,10.04822875,2,22674.787
High,0,10.04822875,2,24972.679
High,0,10.04822875,2,27080.097
High,0,10.04822875,2,25228.175
High,0,10.04822875,2,25897.872
High,0,10.04822875,2,29284.984
Low,3,5.377844,4,3309.844
Low,3,5.377844,4,3309.844
Low,3,5.377844,4,3309.844
Low,3,5.377844,4,3309.844
Low,3,5.377844,4,3309.844
Low,3,5.377844,4,3309.844
Low,3,5.377844,4,3309.844
Low,3,5.377844,4,2231.747
Low,3,5.377844,4,2242.037
Low,3,5.377844,4,2230.645
Low,3,5.377844,4,2242.869
Low,3,5.377844,4,2422.927
Low,3,5.377844,4,2655.592
Low,3,5.377844,4,2625.241
Low,3,5.377844,4,2634.419
Low,3,5.377844,4,2689.53
Low,3,5.377844,4,2772.864
Low,3,5.377844,4,2893.428
Low,3,5.377844,4,2781.614
Low,3,5.377844,4,2881.209
Low,3,5.377844,4,3029.421
Low,3,5.377844,4,3236.508
Low,3,5.377844,4,3429.322
Low,3,5.377844,4,3584.073
Low,3,5.377844,4,3638.806
Low,3,5.377844,4,3669.525
Low,3,5.377844,4,4121.238
Low,3,5.377844,4,4526.757
Low,2,3.892280233333333,0,898.741
Low,2,3.892280233333333,0,1002.023
Low,2,3.892280233333333,0,1026.904
Low,2,3.892280233333333,0,852.513
Low,2,3.892280233333333,0,872.712
Low,2,3.892280233333333,0,912.587
Low,2,3.892280233333333,0,904.326
Low,2,3.892280233333333,0,854.319
Low,2,3.892280233333333,0,812.206
Low,2,3.892280233333333,0,773.412
Low,2,3.892280233333333,0,673.361
Low,2,3.892280233333333,0,641.849
Low,2,3.892280233333333,0,634.588
Low,2,3.892280233333333,0,711.709
Low,2,3.892280233333333,0,796.923
Low,2,3.892280233333333,0,963.498
Low,2,3.892280233333333,0,1357.425
Low,2,3.892280233333333,0,1425.466
Low,2,3.892280233333333,0,1647.288
Low,2,3.892280233333333,0,1475.591
Low,2,3.892280233333333,0,1715.923
Low,2,3.892280233333333,0,2012.828
Low,2,3.892280233333333,0,1946.079
Low,2,3.892280233333333,0,2072.492
Low,2,3.892280233333333,0,1826.78
Low,2,3.892280233333333,0,1668.065
Low,2,3.892280233333333,0,1690.813
Low,2,3.892280233333333,0,1758.542
Low,3,9.34205375,0,2590.272
Low,3,9.34205375,0,2819.084
Low,3,9.34205375,0,3133.035
Low,3,9.34205375,0,3191.192
Low,3,9.34205375,0,3492.709
Low,3,9.34205375,0,3954.762
Low,3,9.34205375,0,4047.248
Low,3,9.34205375,0,3753.498
Low,3,9.34205375,0,3751.708
Low,3,9.34205375,0,3911.109
Low,3,9.34205375,0,4157.831
Low,3,9.34205375,0,4081.162
Low,3,9.34205375,0,4252.93
Low,3,9.34205375,0,5072.811
Low,3,9.34205375,0,5701.753
Low,3,9.34205375,0,5590.468
Low,3,9.34205375,0,5772.667
Low,3,9.34205375,0,6663.186
Low,3,9.34205375,0,8138.17
Low,3,9.34205375,0,7416.659
Low,3,9.34205375,0,8108.095
Low,3,9.34205375,0,9320.873
Low,3,9.34205375,0,9416.335
Low,3,9.34205375,0,9766.77
Low,3,9.34205375,0,10366.355
High,3,9.34205375,0,9507.999
High,3,9.34205375,0,9967.673
High,3,9.34205375,0,10844.145
High,3,8.695216,3,3654.679
High,3,8.695216,3,4300.609
High,3,8.695216,3,4898.055
High,3,8.695216,3,5967.597
High,3,8.695216,3,6126.624
High,3,8.695216,3,4139.438
High,3,8.695216,3,4632.181
High,3,8.695216,3,5526.253
High,3,8.695216,3,5800.064
High,3,8.695216,3,6475.417
High,3,8.695216,3,7511.855
High,3,8.695216,3,7952.173
High,3,8.695216,3,7987.331
High,3,8.695216,3,7440.437
High,3,8.695216,3,7858.828
High,3,8.695216,3,8683.423
High,3,8.695216,3,9521.36
High,3,8.695216,3,10137.084
High,3,8.695216,3,10520.798
High,3,8.695216,3,8416.38
High,3,8.695216,3,9718.129
High,3,8.695216,3,10653.037
High,3,8.695216,3,10733.341
High,3,8.695216,3,11206.351
High,3,8.695216,3,11376.926
High,3,8.695216,3,9998.488
High,3,8.695216,3,9063.537
High,3,8.695216,3,9599.362
Low,3,8.164002075,2,3309.844
Low,3,8.164002075,2,3309.844
Low,3,8.164002075,2,290.058
Low,3,8.164002075,2,373.927
Low,3,8.164002075,2,389.592
Low,3,8.164002075,2,485.354
Low,3,8.164002075,2,572.302
Low,3,8.164002075,2,653.525
Low,3,8.164002075,2,575.974
Low,3,8.164002075,2,398.41
Low,3,8.164002075,2,448.062
Low,3,8.164002075,2,505.784
Low,3,8.164002075,2,569.109
Low,3,8.164002075,2,680.272
Low,3,8.164002075,2,894.061
Low,3,8.164002075,2,1031.422
Low,3,8.164002075,2,1179.323
Low,3,8.164002075,2,1526.379
Low,3,8.164002075,2,2102.942
Low,3,8.164002075,2,1890.647
Low,3,8.164002075,2,2428.106
Low,3,8.164002075,2,2930.062
Low,3,8.164002075,2,3031.129
Low,3,8.164002075,2,3307.351
Low,3,8.164002075,2,3314.553
Low,3,8.164002075,2,2715.782
Low,3,8.164002075,2,2857.879
Low,3,8.164002075,2,3422.643
Low,2,9.265464666666666,1,1288.653
Low,2,9.265464666666666,1,1324.852
Low,2,9.265464666666666,1,722.215
Low,2,9.265464666666666,1,352.304
Low,2,9.265464666666666,1,419.198
Low,2,9.265464666666666,1,647.441
Low,2,9.265464666666666,1,592.439
Low,2,9.265464666666666,1,511.954
Low,2,9.265464666666666,1,480.917
Low,2,9.265464666666666,1,445.544
Low,2,9.265464666666666,1,473.198
Low,2,9.265464666666666,1,521.317
Low,2,9.265464666666666,1,566.403
Low,2,9.265464666666666,1,639.373
Low,2,9.265464666666666,1,789.958
Low,2,9.265464666666666,1,989.177
Low,2,9.265464666666666,1,1321.606
Low,2,9.265464666666666,1,1616.138
Low,2,9.265464666666666,1,2109.269
Low,2,9.265464666666666,1,1687.55
Low,2,9.265464666666666,1,2602.373
Low,2,9.265464666666666,1,3702.359
Low,2,9.265464666666666,1,4281.33
Low,2,9.265464666666666,1,4293.834
Low,2,9.265464666666666,1,4081.015
Low,2,9.265464666666666,1,3800.11
Low,2,9.265464666666666,1,3575.095
High,2,9.265464666666666,1,3612.716
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,3309.844
Low,3,8.549316625,2,1596.628
Low,3,8.549316625,2,1893.716
Low,3,8.549316625,2,2081.045
Low,3,8.549316625,2,2745.758
Low,3,8.549316625,2,3379.643
Low,3,8.549316625,2,3679.829
Low,3,8.549316625,2,4429.804
Low,3,8.549316625,2,5984.454
High,3,8.549316625,2,7396.665
High,3,8.549316625,2,6746.378
High,3,8.549316625,2,6694.166
High,3,8.549316625,2,7327.255
High,3,8.549316625,2,6590.582
High,3,8.549316625,2,7189.046
High,3,8.549316625,2,7389.894
High,3,8.549316625,2,6517.418
High,3,8.549316625,2,7031.533
High,3,8.549316625,2,7800.27
Low,2,6.08735905,0,1351.48
Low,2,6.08735905,0,1418.361
Low,2,6.08735905,0,1453.799
Low,2,6.08735905,0,1340.916
Low,2,6.08735905,0,1482.245
Low,2,6.08735905,0,1600.892
Low,2,6.08735905,0,1745.452
Low,2,6.08735905,0,1561.012
Low,2,6.08735905,0,1644.073
Low,2,6.08735905,0,1614.86
Low,2,6.08735905,0,1486.875
Low,2,6.08735905,0,1489.702
Low,2,6.08735905,0,1573.475
Low,2,6.08735905,0,1914.006
Low,2,6.08735905,0,2163.48
Low,2,6.08735905,0,2232.944
Low,2,6.08735905,0,2427.109
Low,2,6.08735905,0,2759.516
Low,2,6.08735905,0,3189.2
Low,2,6.08735905,0,3162.86
Low,2,6.08735905,0,3134.698
Low,2,6.08735905,0,3367.347
Low,2,6.08735905,0,3224.712
Low,2,6.08735905,0,3463.601
Low,2,6.08735905,0,3527.712
Low,2,6.08735905,0,3235.57
Low,2,6.08735905,0,3235.218
Low,2,6.08735905,0,3401.256
Low,1,4.393355666666667,0,271.733
Low,1,4.393355666666667,0,272.614
Low,1,4.393355666666667,0,191.23
Low,1,4.393355666666667,0,189.937
Low,1,4.393355666666667,0,187.082
Low,1,4.393355666666667,0,187.295
Low,1,4.393355666666667,0,241.649
Low,1,4.393355666666667,0,283.513
Low,1,4.393355666666667,0,313.064
Low,1,4.393355666666667,0,346.574
Low,1,4.393355666666667,0,319.358
Low,1,4.393355666666667,0,296.268
Low,1,4.393355666666667,0,302.546
Low,1,4.393355666666667,0,326.075
Low,1,4.393355666666667,0,383.27
Low,1,4.393355666666667,0,416.811
Low,1,4.393355666666667,0,435.334
Low,1,4.393355666666667,0,482.198
Low,1,4.393355666666667,0,563.649
Low,1,4.393355666666667,0,520.403
Low,1,4.393355666666667,0,471.904
Low,1,4.393355666666667,0,594.586
Low,1,4.393355666666667,0,657.645
Low,1,4.393355666666667,0,664.078
Low,1,4.393355666666667,0,673.969
Low,1,4.393355666666667,0,589.86
Low,1,4.393355666666667,0,428.927
Low,1,4.393355666666667,0,461.415
Low,3,5.8666886,0,1908.834
Low,3,5.8666886,0,2025.611
Low,3,5.8666886,0,2264.913
Low,3,5.8666886,0,2099.215
Low,3,5.8666886,0,2283.063
Low,3,5.8666886,0,2476.947
Low,3,5.8666886,0,2406.479
Low,3,5.8666886,0,2423.594
Low,3,5.8666886,0,2189.317
Low,3,5.8666886,0,2118.411
Low,3,5.8666886,0,2156.03
Low,3,5.8666886,0,1954.968
Low,3,5.8666886,0,1825.849
Low,3,5.8666886,0,2630.11
Low,3,5.8666886,0,3470.147
Low,3,5.8666886,0,3742.509
Low,3,5.8666886,0,3870.937
High,3,5.8666886,0,4378.564
High,3,5.8666886,0,4198.55
High,3,5.8666886,0,4340.183
High,3,5.8666886,0,5410.977
High,3,5.8666886,0,5870.933
High,3,5.8666886,0,6038.862
High,3,5.8666886,0,5540.619
High,3,5.8666886,0,5555.93
High,3,5.8666886,0,5020.473
High,3,5.8666886,0,4611.508
High,3,5.8666886,0,5438.761
Low,2,7.0754132,1,226.445
Low,2,7.0754132,1,241.458
Low,2,7.0754132,1,213.342
Low,2,7.0754132,1,223.029
Low,2,7.0754132,1,227.325
Low,2,7.0754132,1,241.15
Low,2,7.0754132,1,243.348
Low,2,7.0754132,1,259.233
Low,2,7.0754132,1,252.809
Low,2,7.0754132,1,255.294
Low,2,7.0754132,1,266.158
Low,2,7.0754132,1,269.25
Low,2,7.0754132,1,269.082
Low,2,7.0754132,1,281.039
Low,2,7.0754132,1,319.068
Low,2,7.0754132,1,354.973
Low,2,7.0754132,1,388.995
Low,2,7.0754132,1,440.856
Low,2,7.0754132,1,532.331
Low,2,7.0754132,1,542.536
Low,2,7.0754132,1,671.998
Low,2,7.0754132,1,795.314
Low,2,7.0754132,1,794.093
Low,2,7.0754132,1,809.346
Low,2,7.0754132,1,827.394
Low,2,7.0754132,1,882.308
Low,2,7.0754132,1,880.225
Low,2,7.0754132,1,1027.965
High,0,11.687316,2,21581.579
High,0,11.687316,2,22057.794
High,0,11.687316,2,24191.955
High,0,11.687316,2,23356.332
High,0,11.687316,2,24935.531
High,0,11.687316,2,29350.802
High,0,11.687316,2,29084.068
High,0,11.687316,2,26808.388
High,0,11.687316,2,28018.706
High,0,11.687316,2,28393.845
High,0,11.687316,2,26327.855
High,0,11.687316,2,26996.17
High,0,11.687316,2,29401.972
High,0,11.687316,2,35814.268
High,0,11.687316,2,40477.3
High,0,11.687316,2,42054.884
High,0,11.687316,2,44936.006
High,0,11.687316,2,51880.384
High,0,11.687316,2,58015.396
High,0,11.687316,2,52807.447
High,0,11.687316,2,51165.823
High,0,11.687316,2,54342.114
High,0,11.687316,2,50175.559
High,0,11.687316,2,52276.986
High,0,11.687316,2,53026.478
High,0,11.687316,2,45302.804
High,0,11.687316,2,46165.177
High,0,11.687316,2,48799.874
High,0,11.3734945,4,13440.096
High,0,11.3734945,4,12425.793
High,0,11.3734945,4,11755.018
High,0,11.3734945,4,12535.612
High,0,11.3734945,4,14607.178
High,0,11.3734945,4,16938.736
High,0,11.3734945,4,18504.786
High,0,11.3734945,4,18205.274
High,0,11.3734945,4,14888.767
High,0,11.3734945,4,15347.121
High,0,11.3734945,4,14021.625
High,0,11.3734945,4,13669.131
High,0,11.3734945,4,15706.932
High,0,11.3734945,4,20461.053
High,0,11.3734945,4,24849.116
High,0,11.3734945,4,27384.825
High,0,11.3734945,4,26220.073
High,0,11.3734945,4,31914.994
High,0,11.3734945,4,31762.708
High,0,11.3734945,4,28270.277
High,0,11.3734945,4,33393.529
High,0,11.3734945,4,38059.162
High,0,11.3734945,4,39684.531
High,0,11.3734945,4,42083.005
High,0,11.3734945,4,44285.966
High,0,11.3734945,4,38200.039
High,0,11.3734945,4,39414.454
High,0,11.3734945,4,42275.793
High,2,6.918482,3,3309.844
High,2,6.918482,3,3309.844
High,2,6.918482,3,3309.844
High,2,6.918482,3,3309.844
High,2,6.918482,3,898.199
High,2,6.918482,3,935.34
High,2,6.918482,3,947.14
High,2,6.918482,3,940.143
High,2,6.918482,3,973.071
High,2,6.918482,3,999.413
High,2,6.918482,3,1030.74
High,2,6.918482,3,1054.66
High,2,6.918482,3,1011.904
High,2,6.918482,3,1010.231
High,2,6.918482,3,1077.784
High,2,6.918482,3,1152.801
High,2,6.918482,3,1224.724
High,2,6.918482,3,1326.658
High,2,6.918482,3,1498.88
High,2,6.918482,3,1438.131
High,2,6.918482,3,1499.068
High,2,6.918482,3,1652.097
High,2,6.918482,3,1728.147
High,2,6.918482,3,1783.56
High,2,6.918482,3,1909.424
High,2,6.918482,3,2029.124
High,2,6.918482,3,2091.463
High,2,6.918482,3,2147.856
Low,1,2.6615173333333333,0,435.341
Low,1,2.6615173333333333,0,394.9
Low,1,2.6615173333333333,0,393.718
Low,1,2.6615173333333333,0,343.177
Low,1,2.6615173333333333,0,211.016
Low,1,2.6615173333333333,0,241.954
Low,1,2.6615173333333333,0,243.965
Low,1,2.6615173333333333,0,224.475
Low,1,2.6615173333333333,0,250.234
Low,1,2.6615173333333333,0,231.66
Low,1,2.6615173333333333,0,197.275
Low,1,2.6615173333333333,0,207.769
Low,1,2.6615173333333333,0,227.424
Low,1,2.6615173333333333,0,267.41
Low,1,2.6615173333333333,0,285.39
Low,1,2.6615173333333333,0,320.925
Low,1,2.6615173333333333,0,335.336
Low,1,2.6615173333333333,0,389.258
Low,1,2.6615173333333333,0,477.272
Low,1,2.6615173333333333,0,462.269
Low,1,2.6615173333333333,0,476.064
Low,1,2.6615173333333333,0,511.49
Low,1,2.6615173333333333,0,528.921
Low,1,2.6615173333333333,0,551.557
Low,1,2.6615173333333333,0,562.888
Low,1,2.6615173333333333,0,484.173
Low,1,2.6615173333333333,0,497.885
Low,1,2.6615173333333333,0,517.589
Low,2,4.7755616666666665,0,652.915
Low,2,4.7755616666666665,0,615.663
Low,2,4.7755616666666665,0,521.905
Low,2,4.7755616666666665,0,553.126
Low,2,4.7755616666666665,0,760.992
Low,2,4.7755616666666665,0,1224.938
Low,2,4.7755616666666665,0,1560.382
Low,2,4.7755616666666665,0,1655.818
Low,2,4.7755616666666665,0,1802.587
Low,2,4.7755616666666665,0,481.951
Low,2,4.7755616666666665,0,554.64
Low,2,4.7755616666666665,0,583.187
Low,2,4.7755616666666665,0,730.836
Low,2,4.7755616666666665,0,780.399
Low,2,4.7755616666666665,0,963.236
Low,2,4.7755616666666665,0,1221.651
Low,2,4.7755616666666665,0,1563.031
Low,2,4.7755616666666665,0,1791.823
Low,2,4.7755616666666665,0,2197.776
Low,2,4.7755616666666665,0,1927.476
Low,2,4.7755616666666665,0,2328.425
Low,2,4.7755616666666665,0,2543.504
Low,2,4.7755616666666665,0,2756.41
Low,2,4.7755616666666665,0,2998.068
Low,2,4.7755616666666665,0,3222.691
Low,2,4.7755616666666665,0,2718.586
Low,2,4.7755616666666665,0,2176.001
Low,2,4.7755616666666665,0,1968.563
High,0,11.24616525,2,28187.293
High,0,11.24616525,2,28514.498
High,0,11.24616525,2,30432.89
High,0,11.24616525,2,27880.632
High,0,11.24616525,2,29236.375
High,0,11.24616525,2,34790.001
High,0,11.24616525,2,37225.29
High,0,11.24616525,2,36561.409
High,0,11.24616525,2,34732.137
High,0,11.24616525,2,36300.553
High,0,11.24616525,2,38094.597
High,0,11.24616525,2,38553.843
High,0,11.24616525,2,43083.871
High,0,11.24616525,2,50161.513
High,0,11.24616525,2,57676.821
High,0,11.24616525,2,66924.047
High,0,11.24616525,2,74255.799
High,0,11.24616525,2,85276.992
High,0,11.24616525,2,97119.989
High,0,11.24616525,2,80115.693
High,0,11.24616525,2,87823.805
High,0,11.24616525,2,100815.931
High,0,11.24616525,2,101779.186
High,0,11.24616525,2,103214.973
High,0,11.24616525,2,97302.705
High,0,11.24616525,2,74568.136
High,0,11.24616525,2,70629.25
High,0,11.24616525,2,75940.152
High,0,8.4403804,1,7267.924
High,0,8.4403804,1,6806.242
High,0,8.4403804,1,7213.061
High,0,8.4403804,1,6995.28
High,0,8.4403804,1,7010.595
High,0,8.4403804,1,7284.846
High,0,8.4403804,1,7869.076
High,0,8.4403804,1,7983.97
High,0,8.4403804,1,6920.864
High,0,8.4403804,1,7554.515
High,0,8.4403804,1,9266.358
High,0,8.4403804,1,9088.213
High,0,8.4403804,1,9285.343
High,0,8.4403804,1,9792.637
High,0,8.4403804,1,11042.532
High,0,8.4403804,1,13563.457
High,0,8.4403804,1,15946.355
High,0,8.4403804,1,17716.421
High,0,8.4403804,1,25061.257
High,0,8.4403804,1,19235.875
High,0,8.4403804,1,21677.793
High,0,8.4403804,1,23518.573
High,0,8.4403804,1,24129.012
High,0,8.4403804,1,23328.489
High,0,8.4403804,1,23219.693
High,0,8.4403804,1,18924.97
High,0,8.4403804,1,17020.387
High,0,8.4403804,1,17731.849
Low,2,4.975018566666667,1,597.112
Low,2,4.975018566666667,1,663.662
Low,2,4.975018566666667,1,681.187
Low,2,4.975018566666667,1,702.671
Low,2,4.975018566666667,1,690.619
Low,2,4.975018566666667,1,787.304
Low,2,4.975018566666667,1,802.298
Low,2,4.975018566666667,1,772.279
Low,2,4.975018566666667,1,750.802
Low,2,4.975018566666667,1,694.752
Low,2,4.975018566666667,1,698.964
Low,2,4.975018566666667,1,666.691
Low,2,4.975018566666667,1,662.991
Low,2,4.975018566666667,1,741.252
Low,2,4.975018566666667,1,854.153
Low,2,4.975018566666667,1,920.498
Low,2,4.975018566666667,1,1007.352
Low,2,4.975018566666667,1,1125.625
Low,2,4.975018566666667,1,1187.339
Low,2,4.975018566666667,1,1075.506
Low,2,4.975018566666667,1,1107.551
Low,2,4.975018566666667,1,1271.725
Low,2,4.975018566666667,1,1351.566
Low,2,4.975018566666667,1,1370.242
Low,2,4.975018566666667,1,1409.471
Low,2,4.975018566666667,1,1527.373
Low,2,4.975018566666667,1,1566.625
Low,2,4.975018566666667,1,1653.406
High,0,6.848395925,3,2397.225
High,0,6.848395925,3,2580.386
High,0,6.848395925,3,2871.87
High,0,6.848395925,3,3071.246
High,0,6.848395925,3,3207.884
High,0,6.848395925,3,3212.815
High,0,6.848395925,3,3711.349
High,0,6.848395925,3,3929.349
High,0,6.848395925,3,4173.999
High,0,6.848395925,3,4286.698
High,0,6.848395925,3,4261.463
High,0,6.848395925,3,4244.106
High,0,6.848395925,3,4324.661
High,0,6.848395925,3,4469.688
