Eating disorders (%),Income group,average_learning_Adjusted_of_school,Continent,GDP_per_capita
Low,2,4.573374866666667,0,461.784
Low,2,4.573374866666667,0,427.879
Low,2,4.573374866666667,0,444.663
Low,2,4.573374866666667,0,517.03
Low,2,4.573374866666667,0,534.339
Low,2,4.573374866666667,0,470.57
Low,2,4.573374866666667,0,426.419
Low,2,4.573374866666667,0,628.711
Low,2,4.573374866666667,0,675.387
Low,2,4.573374866666667,0,637.478
Low,2,4.573374866666667,0,630.549
Low,2,4.573374866666667,0,607.035
Low,2,4.573374866666667,0,645.096
Low,2,4.573374866666667,0,713.128
Low,2,4.573374866666667,0,728.729
Low,2,4.573374866666667,0,712.025
Low,2,4.573374866666667,0,679.964
Low,2,4.573374866666667,0,796.038
Low,1,7.8559139,0,571.817
Low,1,7.8559139,0,787.213
Low,1,7.8559139,0,843.597
Low,1,7.8559139,0,636.881
Low,1,7.8559139,0,344.118
Low,1,7.8559139,0,725.815
Low,1,7.8559139,0,676.103
Low,1,7.8559139,0,628.438
Low,1,7.8559139,0,517.661
Low,1,7.8559139,0,496.411
Low,1,7.8559139,0,327.943
Low,1,7.8559139,0,338.362
Low,1,7.8559139,0,374.5
Low,1,7.8559139,0,435.072
Low,1,7.8559139,0,447.804
Low,1,7.8559139,0,482.181
Low,1,7.8559139,0,467.998
Low,1,7.8559139,0,543.408
Low,1,7.8559139,0,672.251
Low,1,7.8559139,0,613.569
Low,1,7.8559139,0,644.344
Low,1,7.8559139,0,775.206
Low,1,7.8559139,0,688.497
Low,1,7.8559139,0,711.927
Low,1,7.8559139,0,712.826
Low,1,7.8559139,0,707.897
Low,1,7.8559139,0,748.089
Low,1,7.8559139,0,864.141
High,0,6.738832933333334,5,950.968
High,0,6.738832933333334,5,1036.884
High,0,6.738832933333334,5,1145.783
High,0,6.738832933333334,5,1392.984
High,0,6.738832933333334,5,1626.898
High,0,6.738832933333334,5,1832.399
High,0,6.738832933333334,5,2048.527
High,0,6.738832933333334,5,2161.647
High,0,6.738832933333334,5,2035.856
High,0,6.738832933333334,5,2010.769
High,0,6.738832933333334,5,2017.2
High,0,6.738832933333334,5,2023.617
High,0,6.738832933333334,5,2092.961
High,0,6.738832933333334,5,2144.109
High,0,6.738832933333334,5,2232.996
High,0,6.738832933333334,5,2305.907
High,0,6.738832933333334,5,2551.768
High,0,6.738832933333334,5,2982.217
High,0,6.738832933333334,5,3329.637
High,0,6.738832933333334,5,3457.367
High,0,6.738832933333334,5,3837.303
High,0,6.738832933333334,5,4402.775
High,0,6.738832933333334,5,5360.276
High,0,6.738832933333334,5,5476.744
High,0,6.738832933333334,5,5402.703
High,0,6.738832933333334,5,5579.974
High,0,6.738832933333334,5,5796.819
High,0,6.738832933333334,5,6104.158
Low,2,6.1965736,3,240.23
Low,2,6.1965736,3,211.528
Low,2,6.1965736,3,124.533
Low,2,6.1965736,3,147.025
Low,2,6.1965736,3,397.214
Low,2,6.1965736,3,618.383
Low,2,6.1965736,3,626.299
Low,2,6.1965736,3,706.797
Low,2,6.1965736,3,773.837
Low,2,6.1965736,3,847.945
Low,2,6.1965736,3,794.059
Low,2,6.1965736,3,720.822
Low,2,6.1965736,3,684.333
Low,2,6.1965736,3,540.556
Low,2,6.1965736,3,660.218
Low,2,6.1965736,3,773.35
Low,2,6.1965736,3,794.79
Low,2,6.1965736,3,991.684
Low,2,6.1965736,3,1074.359
Low,2,6.1965736,3,1168.747
Low,2,6.1965736,3,1175.199
Low,2,6.1965736,3,1269.346
Low,2,6.1965736,3,1316.496
Low,2,6.1965736,3,1408.807
Low,2,6.1965736,3,1408.669
Low,2,6.1965736,3,1359.209
Low,2,6.1965736,3,1263.434
Low,2,6.1965736,3,1337.16
Low,2,6.215869333333333,3,993.487
Low,2,6.215869333333333,3,911.761
High,2,6.215869333333333,3,942.61
High,2,6.215869333333333,3,919.585
High,2,6.215869333333333,3,836.608
High,2,6.215869333333333,3,948.437
High,2,6.215869333333333,3,888.005
High,2,6.215869333333333,3,948.716
High,2,6.215869333333333,3,1023.397
High,2,6.215869333333333,3,1003.065
High,2,6.215869333333333,3,1093.106
High,2,6.215869333333333,3,1133.185
High,2,6.215869333333333,3,1134.068
High,2,6.215869333333333,3,1158.179
High,2,6.215869333333333,3,1217.816
High,2,6.215869333333333,3,1308.089
High,2,6.215869333333333,3,1430.056
High,2,6.215869333333333,3,1583.048
High,2,6.215869333333333,3,1739.357
High,2,6.215869333333333,3,1789.707
High,2,6.215869333333333,3,1904.346
High,2,6.215869333333333,3,2088.311
High,2,6.215869333333333,3,2144.337
High,2,6.215869333333333,3,2102.595
High,2,6.215869333333333,3,2206.056
High,2,6.215869333333333,3,2302.204
High,2,6.215869333333333,3,2342.024
High,2,6.215869333333333,3,2451.936
High,0,10.597114625,2,3312.337
High,0,10.597114625,2,3350.243
High,0,10.597114625,2,3733.447
High,0,10.597114625,2,3871.071
High,0,10.597114625,2,4170.572
High,0,10.597114625,2,4491.216
High,0,10.597114625,2,4520.761
High,0,10.597114625,2,4591.492
High,0,10.597114625,2,4738.016
High,0,10.597114625,2,4786.245
High,0,10.597114625,2,4619.293
High,0,10.597114625,2,5269.607
High,0,10.597114625,2,6644.61
High,0,10.597114625,2,8409.098
High,0,10.597114625,2,10291.667
High,0,10.597114625,2,11211.246
High,0,10.597114625,2,11483.141
High,0,10.597114625,2,13926.753
High,0,10.597114625,2,15761.631
High,0,10.597114625,2,13066.422
High,0,10.597114625,2,13199.056
High,0,10.597114625,2,14214.126
High,0,10.597114625,2,12969.621
High,0,10.597114625,2,13693.038
High,0,10.597114625,2,14279.016
High,0,10.597114625,2,12700.301
High,0,10.597114625,2,13083.4
High,0,10.597114625,2,14606.266
High,0,10.75981825,2,25629.431
High,0,10.75981825,2,27159.576
High,0,10.75981825,2,27357.171
High,0,10.75981825,2,23725.669
High,0,10.75981825,2,24117.987
High,0,10.75981825,2,26682.487
High,0,10.75981825,2,27713.605
High,0,10.75981825,2,28048.848
High,0,10.75981825,2,31219.801
High,0,10.75981825,2,32577.642
High,0,10.75981825,2,32344.364
High,0,10.75981825,2,29061.339
High,0,10.75981825,2,32516.441
High,0,10.75981825,2,39620.411
High,0,10.75981825,2,47579.937
High,0,10.75981825,2,57405.559
High,0,10.75981825,2,58238.886
High,0,10.75981825,2,70375.326
High,0,10.75981825,2,57296.251
High,0,10.75981825,2,41188.906
High,0,10.75981825,2,43293.021
High,0,10.75981825,2,47798.807
High,0,10.75981825,2,46159.8
High,0,10.75981825,2,50100.084
High,0,10.75981825,2,54864.159
High,0,10.75981825,2,53227.627
High,0,10.75981825,2,62530.419
High,0,10.75981825,2,73085.132
Low,2,6.602306,1,375.216
Low,2,6.602306,1,309.179
Low,2,6.602306,1,323.128
Low,2,6.602306,1,306.788
Low,2,6.602306,1,352.298
Low,2,6.602306,1,380.181
Low,2,6.602306,1,406.589
Low,2,6.602306,1,422.203
Low,2,6.602306,1,419.77
Low,2,6.602306,1,448.695
Low,2,6.602306,1,449.787
Low,2,6.602306,1,457.8
Low,2,6.602306,1,477.068
Low,2,6.602306,1,553.382
Low,2,6.602306,1,635.054
Low,2,6.602306,1,722.492
Low,2,6.602306,1,809.568
Low,2,6.602306,1,1041.194
Low,2,6.602306,1,1014.387
Low,2,6.602306,1,1115.829
Low,2,6.602306,1,1377.109
Low,2,6.602306,1,1449.604
Low,2,6.602306,1,1434.018
Low,2,6.602306,1,1438.057
Low,2,6.602306,1,1559.864
Low,2,6.602306,1,1590.174
Low,2,6.602306,1,1714.28
Low,2,6.602306,1,1957.97
Low,3,7.730680575,1,770.757
Low,3,7.730680575,1,847.573
Low,3,7.730680575,1,907.767
Low,3,7.730680575,1,1013.057
Low,3,7.730680575,1,1115.613
Low,3,7.730680575,1,1254.023
Low,3,7.730680575,1,1394.497
Low,3,7.730680575,1,1308.114
Low,3,7.730680575,1,572.09
Low,3,7.730680575,1,829.574
Low,3,7.730680575,1,870.154
Low,3,7.730680575,1,834.139
Low,3,7.730680575,1,1002.907
Low,3,7.730680575,1,1186.845
Low,3,7.730680575,1,1280.696
Low,3,7.730680575,1,1403.876
Low,3,7.730680575,1,1764.79
Low,3,7.730680575,1,2064.232
Low,3,7.730680575,1,2418.043
Low,3,7.730680575,1,2464.956
Low,3,7.730680575,1,3178.133
Low,3,7.730680575,1,3688.531
Low,3,7.730680575,1,3744.53
Low,3,7.730680575,1,3684.0
Low,3,7.730680575,1,3533.606
Low,3,7.730680575,1,3367.691
Low,3,7.730680575,1,3605.721
Low,3,7.730680575,1,3885.465
High,2,8.101320600000001,1,10661.483
High,2,8.101320600000001,1,5445.574
High,2,8.101320600000001,1,890.842
High,2,8.101320600000001,1,1121.078
High,2,8.101320600000001,1,1368.369
High,2,8.101320600000001,1,1941.99
High,2,8.101320600000001,1,2631.462
High,2,8.101320600000001,1,3018.96
High,2,8.101320600000001,1,3314.906
High,2,8.101320600000001,1,4400.622
High,2,8.101320600000001,1,5776.857
High,2,8.101320600000001,1,5124.766
High,2,8.101320600000001,1,2020.838
High,2,8.101320600000001,1,2353.361
High,2,8.101320600000001,1,2764.807
High,2,8.101320600000001,1,3291.94
High,2,8.101320600000001,1,3863.502
High,2,8.101320600000001,1,5045.686
High,2,8.101320600000001,1,5890.712
High,2,8.101320600000001,1,6016.8
High,2,8.101320600000001,1,6983.777
High,2,8.101320600000001,1,8322.46
High,2,8.101320600000001,1,5548.306
High,2,8.101320600000001,1,5561.453
High,2,8.101320600000001,1,5910.083
High,2,8.101320600000001,1,5172.134
High,2,8.101320600000001,1,5730.831
High,2,8.101320600000001,1,6005.051
High,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,3309.844
Low,3,4.011745133333333,1,608.655
Low,3,4.011745133333333,1,1373.738
Low,3,4.011745133333333,1,1828.738
High,3,4.011745133333333,1,2321.258
High,3,4.011745133333333,1,3090.851
High,3,4.011745133333333,1,4472.118
High,3,4.011745133333333,1,3701.862
High,3,4.011745133333333,1,4473.71
High,3,4.011745133333333,1,5848.537
High,3,4.011745133333333,1,6692.576
High,3,4.011745133333333,1,7021.406
High,3,4.011745133333333,1,6704.313
High,3,4.011745133333333,1,5044.624
High,3,4.011745133333333,1,4639.496
High,3,4.011745133333333,1,5178.921
High,0,11.663457,2,13644.023
High,0,11.663457,2,13747.422
High,0,11.663457,2,15331.031
High,0,11.663457,2,14261.995
High,0,11.663457,2,15454.484
High,0,11.663457,2,19085.723
High,0,11.663457,2,20780.222
High,0,11.663457,2,22467.346
High,0,11.663457,2,24201.139
High,0,11.663457,2,26231.557
High,0,11.663457,2,26184.69
High,0,11.663457,2,28119.305
High,0,11.663457,2,32481.584
High,0,11.663457,2,40939.729
High,0,11.663457,2,47388.8
High,0,11.663457,2,50476.482
High,0,11.663457,2,53738.836
High,0,11.663457,2,60770.189
High,0,11.663457,2,60989.842
High,0,11.663457,2,51943.659
High,0,11.663457,2,48620.625
High,0,11.663457,2,52159.122
High,0,11.663457,2,48918.729
High,0,11.663457,2,51422.864
High,0,11.663457,2,55651.915
High,0,11.663457,2,62027.653
High,0,11.663457,2,62556.626
High,0,11.663457,2,69864.671
High,0,10.792658,1,13035.678
High,0,10.792658,1,13924.043
High,0,10.792658,1,15021.162
High,0,10.792658,1,14708.299
High,0,10.792658,1,16367.635
High,0,10.792658,1,18927.89
High,0,10.792658,1,20153.193
High,0,10.792658,1,20410.422
High,0,10.792658,1,20119.211
High,0,10.792658,1,19766.941
High,0,10.792658,1,21641.299
High,0,10.792658,1,20918.337
High,0,10.792658,1,19044.915
High,0,10.792658,1,19634.852
High,0,10.792658,1,20565.767
High,0,10.792658,1,21233.796
High,0,10.792658,1,22501.119
High,0,10.792658,1,25647.697
High,0,10.792658,1,30182.526
High,0,10.792658,1,28330.228
High,0,10.792658,1,31278.046
High,0,10.792658,1,34366.858
High,0,10.792658,1,32928.736
High,0,10.792658,1,36589.285
High,0,10.792658,1,37856.528
High,0,10.792658,1,35768.612
High,0,10.792658,1,37197.25
High,0,10.792658,1,40603.843
High,0,10.8579205,2,20500.667
High,0,10.8579205,2,21636.193
High,0,10.8579205,2,22947.484
High,0,10.8579205,2,18437.044
High,0,10.8579205,2,19009.467
High,0,10.8579205,2,20675.341
High,0,10.8579205,2,23094.404
High,0,10.8579205,2,21858.43
High,0,10.8579205,2,22348.031
High,0,10.8579205,2,22029.683
High,0,10.8579205,2,20153.051
High,0,10.8579205,2,20505.923
High,0,10.8579205,2,22386.279
High,0,10.8579205,2,27580.477
High,0,10.8579205,2,31342.833
High,0,10.8579205,2,32031.426
High,0,10.8579205,2,33448.106
High,0,10.8579205,2,37828.34
High,0,10.8579205,2,40818.985
High,0,10.8579205,2,36982.806
High,0,10.8579205,2,35815.615
High,0,10.8579205,2,38276.034
High,0,10.8579205,2,34743.751
High,0,10.8579205,2,35534.99
High,0,10.8579205,2,35836.183
High,0,10.8579205,2,30463.696
High,0,10.8579205,2,31190.794
High,0,10.8579205,2,32648.756
High,3,7.159996566666667,3,1971.695
High,3,7.159996566666667,3,1799.773
High,3,7.159996566666667,3,1804.411
High,3,7.159996566666667,3,2249.32
High,3,7.159996566666667,3,2234.803
High,3,7.159996566666667,3,2660.153
High,3,7.159996566666667,3,2975.134
High,3,7.159996566666667,3,3347.367
High,3,7.159996566666667,3,3467.544
High,3,7.159996566666667,3,3473.435
High,3,7.159996566666667,3,3510.575
High,3,7.159996566666667,3,3529.711
High,3,7.159996566666667,3,3709.572
High,3,7.159996566666667,3,3586.441
High,3,7.159996566666667,3,3855.674
High,3,7.159996566666667,3,4241.399
High,3,7.159996566666667,3,4494.63
High,3,7.159996566666667,3,4829.296
High,3,7.159996566666667,3,5134.246
High,3,7.159996566666667,3,4507.186
High,3,7.159996566666667,3,4894.369
High,3,7.159996566666667,3,5332.52
High,3,7.159996566666667,3,5448.456
High,3,7.159996566666667,3,5238.147
High,3,7.159996566666667,3,5105.511
High,3,7.159996566666667,3,5204.825
High,3,7.159996566666667,3,5183.462
High,3,7.159996566666667,3,5413.03
High,0,12.08065775,1,25895.956
High,0,12.08065775,1,29511.775
High,0,12.08065775,1,32069.069
High,0,12.08065775,1,36425.222
High,0,12.08065775,1,39953.203
High,0,12.08065775,1,44210.234
High,0,12.08065775,1,39164.322
High,0,12.08065775,1,35651.27
High,0,12.08065775,1,32436.929
High,0,12.08065775,1,36622.892
High,0,12.08065775,1,39172.971
High,0,12.08065775,1,34410.68
High,0,12.08065775,1,32832.296
High,0,12.08065775,1,35410.229
High,0,12.08065775,1,38307.103
High,0,12.08065775,1,37819.107
High,0,12.08065775,1,36021.9
High,0,12.08065775,1,35847.232
High,0,12.08065775,1,39992.06
High,0,12.08065775,1,41469.773
High,0,12.08065775,1,45135.796
High,0,12.08065775,1,48760.915
High,0,12.08065775,1,49175.035
High,0,12.08065775,1,40934.756
High,0,12.08065775,1,38522.771
High,0,12.08065775,1,35005.662
High,0,12.08065775,1,39411.424
High,0,12.08065775,1,38903.298
Low,2,7.675234725,1,1174.149
Low,2,7.675234725,1,1162.754
Low,2,7.675234725,1,1358.364
Low,2,7.675234725,1,1336.326
Low,2,7.675234725,1,1433.166
Low,2,7.675234725,1,1472.951
Low,2,7.675234725,1,1490.495
Low,2,7.675234725,1,1524.003
Low,2,7.675234725,1,1651.099
Low,2,7.675234725,1,1672.246
Low,2,7.675234725,1,1703.235
Low,2,7.675234725,1,1776.461
Low,2,7.675234725,1,1875.33
Low,2,7.675234725,1,1946.117
Low,2,7.675234725,1,2109.381
Low,2,7.675234725,1,2277.942
Low,2,7.675234725,1,2636.265
Low,2,7.675234725,1,2870.639
High,2,7.675234725,1,3454.309
High,2,7.675234725,1,3559.692
High,2,7.675234725,1,3736.645
High,2,7.675234725,1,3852.891
High,2,7.675234725,1,3915.87
High,2,7.675234725,1,4050.139
High,2,7.675234725,1,4137.283
High,2,7.675234725,1,4169.988
High,2,7.675234725,1,4181.255
High,2,7.675234725,1,4257.908
High,3,10.34822775,1,3309.844
High,3,10.34822775,1,3309.844
High,3,10.34822775,1,168.645
High,3,10.34822775,1,304.849
High,3,10.34822775,1,751.98
High,3,10.34822775,1,1061.475
Low,3,10.34822775,1,1358.804
Low,3,10.34822775,1,1459.416
Low,3,10.34822775,1,1480.091
Low,3,10.34822775,1,1132.126
Low,3,10.34822775,1,1230.49
Low,3,10.34822775,1,1491.652
Low,3,10.34822775,1,1657.157
Low,3,10.34822775,1,2062.291
High,3,10.34822775,1,2862.5
High,3,10.34822775,1,3753.439
High,3,10.34822775,1,5261.026
High,3,10.34822775,1,6733.448
High,3,10.34822775,1,8349.288
High,3,10.34822775,1,7116.372
High,3,10.34822775,1,9005.041
High,3,10.34822775,1,11552.573
High,3,10.34822775,1,12300.185
High,3,10.34822775,1,13789.174
High,3,10.34822775,1,12713.563
High,3,10.34822775,1,10435.169
High,3,10.34822775,1,7662.006
High,3,10.34822775,1,9186.712
Low,2,8.224409999999999,0,737.217
Low,2,8.224409999999999,0,674.688
Low,2,8.224409999999999,0,644.604
Low,2,8.224409999999999,0,434.817
Low,2,8.224409999999999,0,505.909
Low,2,8.224409999999999,0,623.714
Low,2,8.224409999999999,0,686.847
Low,2,8.224409999999999,0,677.772
Low,2,8.224409999999999,0,742.089
Low,2,8.224409999999999,0,647.889
Low,2,8.224409999999999,0,617.147
Low,2,8.224409999999999,0,617.055
Low,2,8.224409999999999,0,611.901
Low,2,8.224409999999999,0,668.483
Low,2,8.224409999999999,0,692.718
Low,2,8.224409999999999,0,778.333
Low,2,8.224409999999999,0,854.992
Low,2,8.224409999999999,0,1028.239
Low,2,8.224409999999999,0,1118.769
Low,2,8.224409999999999,0,1123.268
Low,2,8.224409999999999,0,1176.311
Low,2,8.224409999999999,0,1178.599
Low,2,8.224409999999999,0,1396.22
Low,2,8.224409999999999,0,1490.422
Low,2,8.224409999999999,0,1613.101
Low,2,8.224409999999999,0,1625.176
Low,2,8.224409999999999,0,1688.852
Low,2,8.224409999999999,0,1805.398
Low,2,7.114809666666666,4,594.271
Low,2,7.114809666666666,4,642.924
Low,2,7.114809666666666,4,643.903
Low,2,7.114809666666666,4,621.703
Low,2,7.114809666666666,4,715.435
Low,2,7.114809666666666,4,720.549
Low,2,7.114809666666666,4,847.867
Low,2,7.114809666666666,4,840.499
Low,2,7.114809666666666,4,806.333
Low,2,7.114809666666666,4,833.736
Low,2,7.114809666666666,4,803.324
Low,2,7.114809666666666,4,734.58
Low,2,7.114809666666666,4,827.798
Low,2,7.114809666666666,4,1020.831
Low,2,7.114809666666666,4,1132.962
Low,2,7.114809666666666,4,1214.941
Low,2,7.114809666666666,4,1168.998
Low,2,7.114809666666666,4,1377.365
Low,2,7.114809666666666,4,1456.192
Low,2,7.114809666666666,4,1331.192
Low,2,7.114809666666666,4,1512.468
Low,2,7.114809666666666,4,1726.239
Low,2,7.114809666666666,4,1783.594
Low,2,7.114809666666666,4,1715.889
Low,2,7.114809666666666,4,1628.35
Low,2,7.114809666666666,4,1537.93
Low,2,7.114809666666666,4,1587.423
Low,2,7.114809666666666,4,1649.251
High,0,7.5435082,1,3309.844
High,0,7.5435082,1,3309.844
High,0,7.5435082,1,3309.844
High,0,7.5435082,1,14556.85
High,0,7.5435082,1,13583.236
High,0,7.5435082,1,13879.046
High,0,7.5435082,1,15039.415
High,0,7.5435082,1,13740.332
High,0,7.5435082,1,11423.286
High,0,7.5435082,1,13359.806
High,0,7.5435082,1,17009.468
High,0,7.5435082,1,15116.579
High,0,7.5435082,1,15756.242
High,0,7.5435082,1,18796.658
High,0,7.5435082,1,21585.518
High,0,7.5435082,1,27012.212
High,0,7.5435082,1,31903.746
High,0,7.5435082,1,33711.963
High,0,7.5435082,1,42823.645
High,0,7.5435082,1,30414.905
High,0,7.5435082,1,32216.413
High,0,7.5435082,1,41657.542
High,0,7.5435082,1,45522.558
High,0,7.5435082,1,43927.638
High,0,7.5435082,1,39759.385
High,0,7.5435082,1,27035.985
High,0,7.5435082,1,24800.544
High,0,7.5435082,1,26816.642
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,8.576515333333333,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
Low,2,6.317242,1,3309.844
High,0,11.13012675,2,3309.844
High,0,11.13012675,2,3309.844
High,0,11.13012675,2,632.992
High,0,11.13012675,2,1022.375
High,0,11.13012675,2,1725.207
High,0,11.13012675,2,2163.747
High,0,11.13012675,2,2419.562
High,0,11.13012675,2,2670.492
Low,0,11.13012675,2,2961.556
Low,0,11.13012675,2,3140.581
Low,0,11.13012675,2,3343.184
Low,0,11.13012675,2,3553.667
High,0,11.13012675,2,4120.691
High,0,11.13012675,2,5121.736
High,0,11.13012675,2,6342.835
High,0,11.13012675,2,7569.831
High,0,11.13012675,2,9690.458
High,0,11.13012675,2,14079.584
High,0,11.13012675,2,16435.21
High,0,11.13012675,2,12243.072
High,0,11.13012675,2,11316.932
High,0,11.13012675,2,13371.012
High,0,11.13012675,2,13786.588
High,0,11.13012675,2,14927.223
High,0,11.13012675,2,15685.979
High,0,11.13012675,2,13728.365
High,0,11.13012675,2,14259.249
High,0,11.13012675,2,15626.275
High,2,6.581627466666667,1,999.179
High,2,6.581627466666667,1,1503.376
High,2,6.581627466666667,1,1778.897
High,2,6.581627466666667,1,2290.378
High,2,6.581627466666667,1,2641.04
High,2,6.581627466666667,1,3109.262
High,2,6.581627466666667,1,3551.799
High,2,6.581627466666667,1,4246.445
High,2,6.581627466666667,1,4618.673
High,2,6.581627466666667,1,4582.361
High,2,6.581627466666667,1,4428.662
High,2,6.581627466666667,1,4349.954
High,2,6.581627466666667,1,4504.149
High,2,6.581627466666667,1,4440.345
High,2,6.581627466666667,1,4630.727
High,2,6.581627466666667,1,4575.074
High,2,6.581627466666667,1,4626.82
High,2,6.581627466666667,1,5207.76
High,2,6.581627466666667,1,6111.36
High,2,6.581627466666667,1,7354.971
High,2,6.581627466666667,1,7761.616
High,2,6.581627466666667,1,7675.291
High,2,6.581627466666667,1,7948.646
High,2,6.581627466666667,1,7928.317
High,2,6.581627466666667,1,7681.707
High,2,6.581627466666667,1,7642.96
High,2,6.581627466666667,1,7617.732
High,2,6.581627466666667,1,7776.012
Low,2,5.8764191,0,391.983
Low,2,5.8764191,0,452.08
Low,2,5.8764191,0,505.038
Low,2,5.8764191,0,494.606
Low,2,5.8764191,0,512.036
Low,2,5.8764191,0,549.606
Low,2,5.8764191,0,524.624
Low,2,5.8764191,0,551.041
Low,2,5.8764191,0,508.557
Low,2,5.8764191,0,501.75
Low,2,5.8764191,0,493.333
Low,2,5.8764191,0,414.027
Low,2,5.8764191,0,457.662
Low,2,5.8764191,0,670.897
Low,2,5.8764191,0,852.696
Low,2,5.8764191,0,922.416
Low,2,5.8764191,0,916.563
Low,2,5.8764191,0,930.798
Low,2,5.8764191,0,868.532
Low,2,5.8764191,0,1011.42
Low,2,5.8764191,0,1222.197
Low,2,5.8764191,0,1324.607
Low,2,5.8764191,0,1261.443
Low,2,5.8764191,0,1191.994
Low,2,5.8764191,0,1250.627
Low,2,5.8764191,0,1104.543
Low,2,5.8764191,0,1099.146
Low,2,5.8764191,0,1199.628
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,3309.844
Low,1,2.2510016,0,303.143
Low,1,2.2510016,0,305.909
Low,1,2.2510016,0,311.768
Low,1,2.2510016,0,231.891
Low,1,2.2510016,0,286.104
Low,1,2.2510016,0,293.471
Low,1,2.2510016,0,333.151
Low,1,2.2510016,0,388.154
Low,1,2.2510016,0,464.437
Low,1,2.2510016,0,470.218
Low,1,2.2510016,0,505.363
Low,1,2.2510016,0,582.614
Low,1,2.2510016,0,646.662
Low,1,2.2510016,0,716.576
Low,1,2.2510016,0,708.816
Low,1,2.2510016,0,691.369
Low,1,2.2510016,0,709.824
Low,1,2.2510016,0,706.239
High,3,7.8559139,0,7424.17
High,3,7.8559139,0,8026.293
High,3,7.8559139,0,7950.512
High,3,7.8559139,0,6998.262
High,3,7.8559139,0,6391.134
High,3,7.8559139,0,7102.861
High,3,7.8559139,0,7608.817
High,3,7.8559139,0,7663.003
High,3,7.8559139,0,6171.767
High,3,7.8559139,0,7294.482
High,3,7.8559139,0,7625.01
High,3,7.8559139,0,6693.083
High,3,7.8559139,0,3956.483
High,3,7.8559139,0,4986.326
High,3,7.8559139,0,6180.388
High,3,7.8559139,0,8739.202
High,3,7.8559139,0,10561.373
High,3,7.8559139,0,11801.274
High,3,7.8559139,0,14762.577
High,3,7.8559139,0,10202.806
High,3,7.8559139,0,12478.016
High,3,7.8559139,0,8132.317
High,3,7.8559139,0,14728.067
High,3,7.8559139,0,12025.599
High,3,7.8559139,0,9166.555
High,3,7.8559139,0,7706.743
High,3,7.8559139,0,7817.63
High,3,7.8559139,0,10413.81
High,0,11.116682,2,3309.844
High,0,11.116682,2,3309.844
High,0,11.116682,2,3309.844
High,0,11.116682,2,3309.844
High,0,11.116682,2,3309.844
High,0,11.116682,2,1845.103
High,0,11.116682,2,2327.496
High,0,11.116682,2,2830.268
High,0,11.116682,2,3166.72
High,0,11.116682,2,3113.271
High,0,11.116682,2,3293.307
High,0,11.116682,2,3525.849
